,Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Games Played
Nikola Jokić,Nikola Jokić,36:16,10.181818181818183,17.53030303030303,0.5808124459809854,1.0,2.893939393939394,0.34554973821989526,4.515151515151516,5.454545454545453,0.8277777777777781,2.893939393939394,9.303030303030308,12.196969696969697,9.060606060606064,1.2727272727272727,0.9242424242424242,2.939393939393939,2.4545454545454546,25.87878787878788,7.878787878787879,36:16,0.649232172723126,0.6093344857389802,0.16592424242424242,0.3224545454545454,9.168181818181816,29.0030303030303,19.357575757575763,42.47121212121213,1.9348484848484853,2.333333333333334,12.978787878787879,28.372727272727285,132.66666666666663,109.71212121212122,13.166666666666666,66
Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,36:15,3.4838709677419355,7.790322580645161,0.4472049689440994,1.5161290322580645,3.8870967741935485,0.3900414937759336,1.5,1.6290322580645162,0.9207920792079207,0.4032258064516129,1.9193548387096775,2.32258064516129,2.403225806451613,1.354838709677419,0.4838709677419355,0.9677419354838709,1.9032258064516134,9.983870967741936,7.0,36:15,0.5867966024571515,0.5445134575569359,0.49646774193548393,0.23722580645161287,1.7129032258064518,7.443548387096774,4.708064516129031,10.230645161290328,1.901612903225806,1.2629032258064514,10.127419354838707,13.89193548387097,118.33870967741936,116.58064516129032,-1.8145161290322585,62
Aaron Gordon,Aaron Gordon,34:59,5.467741935483873,9.758064516129032,0.5603305785123969,0.5322580645161289,1.8709677419354838,0.2844827586206896,2.2903225806451615,3.532258064516129,0.6484018264840183,2.2580645161290334,4.129032258064517,6.387096774193548,3.2903225806451615,0.8064516129032258,0.6129032258064516,1.4193548387096775,1.9516129032258065,13.758064516129032,5.725806451612903,34:59,0.6081042545910802,0.5876033057851241,0.1911129032258065,0.4004838709677419,8.027419354838711,13.77741935483871,11.014516129032256,14.662903225806454,1.3064516129032262,1.6612903225806452,11.416129032258064,17.777419354838706,125.61290322580645,115.56451612903226,1.0387096774193545,62
Jamal Murray,Jamal Murray,34:15,7.9423076923076925,16.69230769230769,0.4758064516129033,2.384615384615386,5.730769230769231,0.4161073825503358,2.673076923076924,3.1538461538461533,0.8475609756097565,0.6730769230769231,3.4038461538461537,4.076923076923077,6.634615384615385,0.9230769230769231,0.6346153846153845,2.0769230769230766,1.826923076923077,20.9423076923077,4.749999999999999,34:15,0.5791567392784209,0.5472350230414748,0.34859615384615394,0.18484615384615383,2.409615384615385,11.628846153846158,7.171153846153848,29.657692307692308,1.4384615384615385,1.632692307692308,10.376923076923081,27.625000000000014,117.4423076923077,116.26923076923077,3.2211538461538467,52
Michael Porter Jr.,Michael Porter Jr.,30:08,6.432835820895522,13.253731343283581,0.48536036036036034,2.7761194029850746,6.940298507462686,0.4,1.0746268656716418,1.2985074626865667,0.827586206896552,1.3432835820895523,5.686567164179104,7.029850746268656,1.492537313432836,0.5223880597014925,0.7164179104477612,1.08955223880597,1.8805970149253735,16.71641791044776,5.507462686567164,30:08,0.6045688128859523,0.5900900900900901,0.5238358208955226,0.10134328358208955,5.0,19.41940298507464,12.323880597014927,6.661194029850744,0.8164179104477612,1.8746268656716416,7.570149253731347,20.801492537313433,116.23880597014926,115.16417910447761,-0.06567164179104497,67
Reggie Jackson,Reggie Jackson,24:04,4.000000000000002,9.088235294117645,0.440129449838188,1.2058823529411764,3.36764705882353,0.3580786026200873,0.7647058823529413,0.985294117647059,0.7761194029850746,0.35294117647058826,1.5441176470588236,1.8970588235294121,3.6470588235294117,0.5,0.14705882352941183,1.2352941176470589,1.7352941176470589,9.97058823529412,0.8382352941176472,24:04,0.5235682955458085,0.5064724919093854,0.3675735294117648,0.12661764705882353,1.7573529411764708,7.707352941176468,4.7720588235294095,23.522058823529413,1.130882352941177,0.5720588235294116,12.02058823529412,21.944117647058825,103.94117647058823,118.69117647058823,-4.320588235294118,68
Christian Braun,Christian Braun,19:20,2.573529411764706,5.588235294117648,0.4605263157894737,0.6911764705882352,1.838235294117647,0.37599999999999995,1.1617647058823533,1.661764705882353,0.6991150442477878,0.8235294117647058,2.6911764705882355,3.5147058823529416,1.3970588235294117,0.47058823529411764,0.42647058823529405,0.6617647058823529,1.6764705882352942,7.0,-0.7058823529411766,19:20,0.5538490179651866,0.5223684210526316,0.3462058823529409,0.33672058823529416,4.873529411764707,14.897058823529411,10.019117647058819,8.772058823529411,1.1558823529411764,1.7485294117647059,9.229411764705885,15.81470588235294,111.29411764705883,115.73529411764706,-3.058823529411764,68
Zeke Nnaji,Zeke Nnaji,11:44,1.150943396226415,2.5660377358490565,0.4485294117647059,0.09433962264150944,0.39622641509433965,0.2380952380952381,0.7924528301886793,1.113207547169811,0.7118644067796612,1.0943396226415096,1.0188679245283017,2.1132075471698113,0.5660377358490567,0.24528301886792453,0.6981132075471697,0.509433962264151,1.3773584905660377,3.188679245283019,-3.0943396226415096,11:44,0.5217337614225734,0.4669117647058824,0.1324980962264151,0.46106360754716985,12.030188679245281,10.718867924528302,11.467924528301888,7.0886792452830205,1.177358490566038,4.526415094339623,15.35245301886792,15.956603773584904,98.0,114.0754716981132,-6.896226415094337,53
Peyton Watson,Peyton Watson,10:50,2.6515151515151514,5.666666666666667,0.4679144385026737,0.6515151515151515,2.0757575757575757,0.31386861313868614,0.8939393939393938,1.3333333333333333,0.6704545454545454,0.6212121212121212,2.3181818181818183,2.9393939393939394,1.0151515151515151,0.5606060606060606,0.96969696969697,0.7272727272727273,1.696969696969697,6.848484848484849,-0.8484848484848485,10:50,0.5475867416165924,0.5254010695187166,0.3260151515151515,0.2951060606060605,3.987878787878788,12.777272727272731,8.619696969696966,7.036363636363636,1.428787878787879,4.71060606060606,10.643939393939393,16.500000000000004,104.31818181818181,113.01515151515152,-2.7045454545454533,66
Jalen Pickett,Jalen Pickett,0:43,0.5714285714285714,1.4285714285714286,0.39999999999999997,0.3333333333333333,1.0476190476190477,0.3181818181818181,0.14285714285714285,0.19047619047619047,0.75,0.047619047619047616,0.47619047619047616,0.5238095238095238,0.7142857142857143,0.14285714285714285,0.0,0.38095238095238093,0.5238095238095238,1.619047619047619,-0.38095238095238093,0:43,0.535264483627204,0.5166666666666666,,,2.7142857142857144,7.171428571428571,5.019047619047619,19.438095238095237,0.6190476190476191,1.2380952380952381,,13.90952380952381,85.14285714285714,119.04761904761905,-5.014285714285714,21
Collin Gillespie,Collin Gillespie,0:43,1.2105263157894737,2.3684210526315788,0.5111111111111112,0.5789473684210527,1.263157894736842,0.45833333333333337,0.2631578947368421,0.42105263157894735,0.625,0.05263157894736842,0.5789473684210527,0.631578947368421,0.8421052631578947,0.5263157894736842,0.0,0.5263157894736842,0.9473684210526315,3.263157894736842,-0.10526315789473684,0:43,0.6389117889530092,0.6333333333333334,,,1.321052631578947,7.336842105263158,4.026315789473684,12.394736842105264,1.8368421052631578,0.0,,17.33157894736842,113.3157894736842,118.47368421052632,-0.7052631578947379,19
