Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes,f_Date,Home_s,Visitor_s,Home_abbr,Away_abbr
"Wed, Mar 13, 2024",8:00p,Charlotte Hornets,110,Memphis Grizzlies,98,Box Score,,16717.0,FedEx Forum,,20240313,MEM,CHO,MEM,CHO
"Wed, Mar 13, 2024",8:00p,Cleveland Cavaliers,116,New Orleans Pelicans,95,Box Score,,17727.0,Smoothie King Center,,20240313,NOP,CLE,NOP,CLE
"Wed, Mar 13, 2024",8:30p,Golden State Warriors,99,Dallas Mavericks,109,Box Score,,20411.0,American Airlines Center,,20240313,DAL,GSW,DAL,GSW
"Wed, Mar 13, 2024",10:00p,Atlanta Hawks,102,Portland Trail Blazers,106,Box Score,,18064.0,Moda Center,,20240313,POR,ATL,POR,ATL
"Wed, Mar 13, 2024",10:00p,Los Angeles Lakers,107,Sacramento Kings,120,Box Score,,18332.0,Golden 1 Center,,20240313,SAC,LAL,SAC,LAL
"Thu, Mar 14, 2024",7:30p,Phoenix Suns,112,Boston Celtics,127,Box Score,,19156.0,TD Garden,,20240314,BOS,PHO,BOS,PHO
"Thu, Mar 14, 2024",8:00p,Los Angeles Clippers,126,Chicago Bulls,111,Box Score,,21219.0,United Center,,20240314,CHI,LAC,CHI,LAC
"Thu, Mar 14, 2024",8:00p,Washington Wizards,119,Houston Rockets,135,Box Score,,18055.0,Toyota Center,,20240314,HOU,WAS,HOU,WAS
"Thu, Mar 14, 2024",8:00p,Philadelphia 76ers,105,Milwaukee Bucks,114,Box Score,,17635.0,Fiserv Forum,,20240314,MIL,PHI,MIL,PHI
"Thu, Mar 14, 2024",10:00p,Dallas Mavericks,119,Oklahoma City Thunder,126,Box Score,,18203.0,Paycom Center,,20240314,OKC,DAL,OKC,DAL
"Thu, Mar 14, 2024",10:00p,New York Knicks,105,Portland Trail Blazers,93,Box Score,,17768.0,Moda Center,,20240314,POR,NYK,POR,NYK
"Fri, Mar 15, 2024",7:00p,Phoenix Suns,107,Charlotte Hornets,96,Box Score,,18613.0,Spectrum Center,,20240315,CHO,PHO,CHO,PHO
"Fri, Mar 15, 2024",7:00p,Miami Heat,108,Detroit Pistons,95,Box Score,,19894.0,Little Caesars Arena,,20240315,DET,MIA,DET,MIA
"Fri, Mar 15, 2024",7:30p,Orlando Magic,113,Toronto Raptors,103,Box Score,,19800.0,Scotiabank Arena,,20240315,TOR,ORL,TOR,ORL
"Fri, Mar 15, 2024",8:00p,Los Angeles Clippers,104,New Orleans Pelicans,112,Box Score,,18865.0,Smoothie King Center,,20240315,NOP,LAC,NOP,LAC
"Fri, Mar 15, 2024",8:30p,Denver Nuggets,117,San Antonio Spurs,106,Box Score,,16223.0,Moody Center,,20240315,SAS,DEN,SAS,DEN
"Fri, Mar 15, 2024",9:30p,Atlanta Hawks,122,Utah Jazz,124,Box Score,,,Delta Center,,20240315,UTA,ATL,UTA,ATL
"Sat, Mar 16, 2024",5:00p,Cleveland Cavaliers,103,Houston Rockets,117,Box Score,,18055.0,Toyota Center,,20240316,HOU,CLE,HOU,CLE
"Sat, Mar 16, 2024",7:00p,Brooklyn Nets,100,Indiana Pacers,121,Box Score,,17009.0,Gainbridge Fieldhouse,,20240316,IND,BRK,IND,BRK
"Sat, Mar 16, 2024",7:00p,Portland Trail Blazers,107,New Orleans Pelicans,126,Box Score,,17725.0,Smoothie King Center,,20240316,NOP,POR,NOP,POR
"Sat, Mar 16, 2024",7:00p,Charlotte Hornets,98,Philadelphia 76ers,109,Box Score,,19957.0,Wells Fargo Center,,20240316,PHI,CHO,PHI,CHO
"Sat, Mar 16, 2024",8:00p,Washington Wizards,98,Chicago Bulls,127,Box Score,,21697.0,United Center,,20240316,CHI,WAS,CHI,WAS
"Sat, Mar 16, 2024",8:00p,Oklahoma City Thunder,118,Memphis Grizzlies,112,Box Score,,17012.0,FedEx Forum,,20240316,MEM,OKC,MEM,OKC
"Sat, Mar 16, 2024",8:30p,Golden State Warriors,128,Los Angeles Lakers,121,Box Score,,18997.0,Crypto.com Arena,,20240316,LAL,GSW,LAL,GSW
"Sat, Mar 16, 2024",9:30p,Minnesota Timberwolves,119,Utah Jazz,100,Box Score,,18206.0,Delta Center,,20240316,UTA,MIN,UTA,MIN
"Sat, Mar 16, 2024",10:00p,New York Knicks,98,Sacramento Kings,91,Box Score,,18311.0,Golden 1 Center,,20240316,SAC,NYK,SAC,NYK
"Sun, Mar 17, 2024",1:00p,Phoenix Suns,129,Milwaukee Bucks,140,Box Score,,17783.0,Fiserv Forum,,20240317,MIL,PHO,MIL,PHO
"Sun, Mar 17, 2024",3:00p,Miami Heat,104,Detroit Pistons,101,Box Score,,20004.0,Little Caesars Arena,,20240317,DET,MIA,DET,MIA
"Sun, Mar 17, 2024",3:30p,Denver Nuggets,105,Dallas Mavericks,107,Box Score,,20377.0,American Airlines Center,,20240317,DAL,DEN,DAL,DEN
"Sun, Mar 17, 2024",6:00p,Toronto Raptors,96,Orlando Magic,111,Box Score,,18846.0,Kia Center,,20240317,ORL,TOR,ORL,TOR
"Sun, Mar 17, 2024",6:00p,Boston Celtics,130,Washington Wizards,104,Box Score,,20333.0,Capital One Arena,,20240317,WAS,BOS,WAS,BOS
"Sun, Mar 17, 2024",7:00p,Brooklyn Nets,115,San Antonio Spurs,122,Box Score,OT,16057.0,Moody Center,,20240317,SAS,BRK,SAS,BRK
"Sun, Mar 17, 2024",9:30p,Atlanta Hawks,110,Los Angeles Clippers,93,Box Score,,19370.0,Crypto.com Arena,,20240317,LAC,ATL,LAC,ATL
"Mon, Mar 18, 2024",7:00p,Cleveland Cavaliers,108,Indiana Pacers,103,Box Score,,17274.0,Gainbridge Fieldhouse,,20240318,IND,CLE,IND,CLE
"Mon, Mar 18, 2024",7:30p,Detroit Pistons,94,Boston Celtics,119,Box Score,,19156.0,TD Garden,,20240318,BOS,DET,BOS,DET
"Mon, Mar 18, 2024",7:30p,Miami Heat,91,Philadelphia 76ers,98,Box Score,,19782.0,Wells Fargo Center,,20240318,PHI,MIA,PHI,MIA
"Mon, Mar 18, 2024",8:00p,Portland Trail Blazers,107,Chicago Bulls,110,Box Score,,20293.0,United Center,,20240318,CHI,POR,CHI,POR
"Mon, Mar 18, 2024",9:00p,Minnesota Timberwolves,114,Utah Jazz,104,Box Score,,18206.0,Delta Center,,20240318,UTA,MIN,UTA,MIN
"Mon, Mar 18, 2024",10:00p,New York Knicks,119,Golden State Warriors,112,Box Score,,18064.0,Chase Center,,20240318,GSW,NYK,GSW,NYK
"Mon, Mar 18, 2024",10:00p,Memphis Grizzlies,111,Sacramento Kings,121,Box Score,OT,17832.0,Golden 1 Center,,20240318,SAC,MEM,SAC,MEM
"Mon, Mar 18, 2024",10:30p,Atlanta Hawks,105,Los Angeles Lakers,136,Box Score,,18997.0,Crypto.com Arena,,20240318,LAL,ATL,LAL,ATL
"Tue, Mar 19, 2024",7:00p,Charlotte Hornets,92,Orlando Magic,112,Box Score,,18846.0,Kia Center,,20240319,ORL,CHO,ORL,CHO
"Tue, Mar 19, 2024",7:00p,Houston Rockets,137,Washington Wizards,114,Box Score,,14137.0,Capital One Arena,,20240319,WAS,HOU,WAS,HOU
"Tue, Mar 19, 2024",7:30p,New Orleans Pelicans,104,Brooklyn Nets,91,Box Score,,17732.0,Barclays Center,,20240319,BRK,NOP,BRK,NOP
"Tue, Mar 19, 2024",8:00p,Dallas Mavericks,113,San Antonio Spurs,107,Box Score,,18354.0,Frost Bank Center,,20240319,SAS,DAL,SAS,DAL
"Tue, Mar 19, 2024",9:00p,Denver Nuggets,115,Minnesota Timberwolves,112,Box Score,,18024.0,Target Center,,20240319,MIN,DEN,MIN,DEN
"Wed, Mar 20, 2024",7:00p,Miami Heat,107,Cleveland Cavaliers,104,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,20240320,CLE,MIA,CLE,MIA
"Wed, Mar 20, 2024",7:00p,Indiana Pacers,122,Detroit Pistons,103,Box Score,,19897.0,Little Caesars Arena,,20240320,DET,IND,DET,IND
"Wed, Mar 20, 2024",7:30p,Milwaukee Bucks,119,Boston Celtics,122,Box Score,,19156.0,TD Garden,,20240320,BOS,MIL,BOS,MIL
"Wed, Mar 20, 2024",7:30p,Sacramento Kings,123,Toronto Raptors,89,Box Score,,18641.0,Scotiabank Arena,,20240320,TOR,SAC,TOR,SAC
"Wed, Mar 20, 2024",8:00p,Utah Jazz,107,Oklahoma City Thunder,119,Box Score,,18203.0,Paycom Center,,20240320,OKC,UTA,OKC,UTA
"Wed, Mar 20, 2024",10:00p,Memphis Grizzlies,116,Golden State Warriors,137,Box Score,,18064.0,Chase Center,,20240320,GSW,MEM,GSW,MEM
"Wed, Mar 20, 2024",10:00p,Philadelphia 76ers,102,Phoenix Suns,115,Box Score,,17071.0,Footprint Center,,20240320,PHO,PHI,PHO,PHI
"Wed, Mar 20, 2024",10:00p,Los Angeles Clippers,116,Portland Trail Blazers,103,Box Score,,17504.0,Moda Center,,20240320,POR,LAC,POR,LAC
"Thu, Mar 21, 2024",7:00p,New Orleans Pelicans,106,Orlando Magic,121,Box Score,,17094.0,Kia Center,,20240321,ORL,NOP,ORL,NOP
"Thu, Mar 21, 2024",7:00p,Sacramento Kings,102,Washington Wizards,109,Box Score,,14495.0,Capital One Arena,,20240321,WAS,SAC,WAS,SAC
"Thu, Mar 21, 2024",8:00p,Chicago Bulls,117,Houston Rockets,127,Box Score,,17016.0,Toyota Center,,20240321,HOU,CHI,HOU,CHI
"Thu, Mar 21, 2024",8:00p,Brooklyn Nets,108,Milwaukee Bucks,115,Box Score,,17341.0,Fiserv Forum,,20240321,MIL,BRK,MIL,BRK
"Thu, Mar 21, 2024",8:30p,Utah Jazz,97,Dallas Mavericks,113,Box Score,,20277.0,American Airlines Center,,20240321,DAL,UTA,DAL,UTA
"Thu, Mar 21, 2024",9:00p,New York Knicks,100,Denver Nuggets,113,Box Score,,19811.0,Ball Arena,,20240321,DEN,NYK,DEN,NYK
"Thu, Mar 21, 2024",10:30p,Atlanta Hawks,115,Phoenix Suns,128,Box Score,,17071.0,Footprint Center,,20240321,PHO,ATL,PHO,ATL
"Fri, Mar 22, 2024",7:00p,Boston Celtics,129,Detroit Pistons,102,Box Score,,19994.0,Little Caesars Arena,,20240322,DET,BOS,DET,BOS
"Fri, Mar 22, 2024",7:00p,Oklahoma City Thunder,123,Toronto Raptors,103,Box Score,,19601.0,Scotiabank Arena,,20240322,TOR,OKC,TOR,OKC
"Fri, Mar 22, 2024",8:00p,New Orleans Pelicans,111,Miami Heat,88,Box Score,,19727.0,Kaseya Center,,20240322,MIA,NOP,MIA,NOP
"Fri, Mar 22, 2024",8:00p,Cleveland Cavaliers,91,Minnesota Timberwolves,104,Box Score,,18024.0,Target Center,,20240322,MIN,CLE,MIN,CLE
"Fri, Mar 22, 2024",8:00p,Memphis Grizzlies,99,San Antonio Spurs,97,Box Score,,17408.0,Frost Bank Center,,20240322,SAS,MEM,SAS,MEM
"Fri, Mar 22, 2024",10:00p,Indiana Pacers,123,Golden State Warriors,111,Box Score,,18064.0,Chase Center,,20240322,GSW,IND,GSW,IND
"Fri, Mar 22, 2024",10:00p,Los Angeles Clippers,125,Portland Trail Blazers,117,Box Score,,18660.0,Moda Center,,20240322,POR,LAC,POR,LAC
"Fri, Mar 22, 2024",10:30p,Philadelphia 76ers,94,Los Angeles Lakers,101,Box Score,,18997.0,Crypto.com Arena,,20240322,LAL,PHI,LAL,PHI
"Sat, Mar 23, 2024",1:00p,Brooklyn Nets,93,New York Knicks,105,Box Score,,19812.0,Madison Square Garden (IV),,20240323,NYK,BRK,NYK,BRK
"Sat, Mar 23, 2024",7:00p,Sacramento Kings,109,Orlando Magic,107,Box Score,,18307.0,Kia Center,,20240323,ORL,SAC,ORL,SAC
"Sat, Mar 23, 2024",7:30p,Charlotte Hornets,91,Atlanta Hawks,132,Box Score,,17900.0,State Farm Arena,,20240323,ATL,CHO,ATL,CHO
"Sat, Mar 23, 2024",8:00p,Boston Celtics,124,Chicago Bulls,113,Box Score,,21198.0,United Center,,20240323,CHI,BOS,CHI,BOS
"Sat, Mar 23, 2024",8:00p,Utah Jazz,119,Houston Rockets,147,Box Score,,18055.0,Toyota Center,,20240323,HOU,UTA,HOU,UTA
"Sat, Mar 23, 2024",8:00p,Phoenix Suns,131,San Antonio Spurs,106,Box Score,,18354.0,Frost Bank Center,,20240323,SAS,PHO,SAS,PHO
"Sat, Mar 23, 2024",8:00p,Toronto Raptors,109,Washington Wizards,112,Box Score,,15746.0,Capital One Arena,,20240323,WAS,TOR,WAS,TOR
"Sat, Mar 23, 2024",10:00p,Denver Nuggets,114,Portland Trail Blazers,111,Box Score,,18629.0,Moda Center,,20240323,POR,DEN,POR,DEN
"Sun, Mar 24, 2024",3:00p,New Orleans Pelicans,114,Detroit Pistons,101,Box Score,,19922.0,Little Caesars Arena,,20240324,DET,NOP,DET,NOP
"Sun, Mar 24, 2024",3:30p,Philadelphia 76ers,121,Los Angeles Clippers,107,Box Score,,19370.0,Crypto.com Arena,,20240324,LAC,PHI,LAC,PHI
"Sun, Mar 24, 2024",6:00p,Cleveland Cavaliers,84,Miami Heat,121,Box Score,,19645.0,Kaseya Center,,20240324,MIA,CLE,MIA,CLE
"Sun, Mar 24, 2024",7:00p,Oklahoma City Thunder,93,Milwaukee Bucks,118,Box Score,,17877.0,Fiserv Forum,,20240324,MIL,OKC,MIL,OKC
"Sun, Mar 24, 2024",7:00p,Golden State Warriors,110,Minnesota Timberwolves,114,Box Score,,18024.0,Target Center,,20240324,MIN,GSW,MIN,GSW
"Sun, Mar 24, 2024",10:00p,Indiana Pacers,145,Los Angeles Lakers,150,Box Score,,18997.0,Crypto.com Arena,,20240324,LAL,IND,LAL,IND
"Mon, Mar 25, 2024",7:00p,Charlotte Hornets,92,Cleveland Cavaliers,115,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,20240325,CLE,CHO,CLE,CHO
"Mon, Mar 25, 2024",7:30p,Boston Celtics,118,Atlanta Hawks,120,Box Score,,17405.0,State Farm Arena,,20240325,ATL,BOS,ATL,BOS
"Mon, Mar 25, 2024",7:30p,Detroit Pistons,99,New York Knicks,124,Box Score,,19812.0,Madison Square Garden (IV),,20240325,NYK,DET,NYK,DET
"Mon, Mar 25, 2024",7:30p,Brooklyn Nets,96,Toronto Raptors,88,Box Score,,18376.0,Scotiabank Arena,,20240325,TOR,BRK,TOR,BRK
"Mon, Mar 25, 2024",8:00p,Washington Wizards,107,Chicago Bulls,105,Box Score,,21726.0,United Center,,20240325,CHI,WAS,CHI,WAS
"Mon, Mar 25, 2024",8:00p,Portland Trail Blazers,92,Houston Rockets,110,Box Score,,16537.0,Toyota Center,,20240325,HOU,POR,HOU,POR
"Mon, Mar 25, 2024",8:00p,Phoenix Suns,102,San Antonio Spurs,104,Box Score,,18044.0,Frost Bank Center,,20240325,SAS,PHO,SAS,PHO
"Mon, Mar 25, 2024",9:00p,Memphis Grizzlies,103,Denver Nuggets,128,Box Score,,19536.0,Ball Arena,,20240325,DEN,MEM,DEN,MEM
"Mon, Mar 25, 2024",9:00p,Dallas Mavericks,115,Utah Jazz,105,Box Score,,18206.0,Delta Center,,20240325,UTA,DAL,UTA,DAL
"Mon, Mar 25, 2024",10:00p,Philadelphia 76ers,96,Sacramento Kings,108,Box Score,,17832.0,Golden 1 Center,,20240325,SAC,PHI,SAC,PHI
"Mon, Mar 25, 2024",10:30p,Indiana Pacers,133,Los Angeles Clippers,116,Box Score,,19370.0,Crypto.com Arena,,20240325,LAC,IND,LAC,IND
"Tue, Mar 26, 2024",7:30p,Golden State Warriors,113,Miami Heat,92,Box Score,,19813.0,Kaseya Center,,20240326,MIA,GSW,MIA,GSW
"Tue, Mar 26, 2024",7:30p,Los Angeles Lakers,128,Milwaukee Bucks,124,Box Score,2OT,18085.0,Fiserv Forum,,20240326,MIL,LAL,MIL,LAL
"Tue, Mar 26, 2024",8:00p,Oklahoma City Thunder,119,New Orleans Pelicans,112,Box Score,,17436.0,Smoothie King Center,,20240326,NOP,OKC,NOP,OKC
"Tue, Mar 26, 2024",10:00p,Dallas Mavericks,132,Sacramento Kings,96,Box Score,,17832.0,Golden 1 Center,,20240326,SAC,DAL,SAC,DAL
"Wed, Mar 27, 2024",7:00p,Cleveland Cavaliers,111,Charlotte Hornets,118,Box Score,,15303.0,Spectrum Center,,20240327,CHO,CLE,CHO,CLE
"Wed, Mar 27, 2024",7:00p,Golden State Warriors,101,Orlando Magic,93,Box Score,,19210.0,Kia Center,,20240327,ORL,GSW,ORL,GSW
"Wed, Mar 27, 2024",7:00p,Brooklyn Nets,122,Washington Wizards,119,Box Score,OT,15159.0,Capital One Arena,,20240327,WAS,BRK,WAS,BRK
"Wed, Mar 27, 2024",7:30p,Portland Trail Blazers,106,Atlanta Hawks,120,Box Score,,16059.0,State Farm Arena,,20240327,ATL,POR,ATL,POR
"Wed, Mar 27, 2024",7:30p,Los Angeles Clippers,108,Philadelphia 76ers,107,Box Score,,21022.0,Wells Fargo Center,,20240327,PHI,LAC,PHI,LAC
"Wed, Mar 27, 2024",7:30p,New York Knicks,145,Toronto Raptors,101,Box Score,,19133.0,Scotiabank Arena,,20240327,TOR,NYK,TOR,NYK
"Wed, Mar 27, 2024",8:00p,Indiana Pacers,99,Chicago Bulls,125,Box Score,,22018.0,United Center,,20240327,CHI,IND,CHI,IND
"Wed, Mar 27, 2024",8:00p,Los Angeles Lakers,136,Memphis Grizzlies,124,Box Score,,17794.0,FedEx Forum,,20240327,MEM,LAL,MEM,LAL
"Wed, Mar 27, 2024",8:00p,Detroit Pistons,91,Minnesota Timberwolves,106,Box Score,,18024.0,Target Center,,20240327,MIN,DET,MIN,DET
"Wed, Mar 27, 2024",8:00p,Houston Rockets,132,Oklahoma City Thunder,126,Box Score,OT,17438.0,Paycom Center,,20240327,OKC,HOU,OKC,HOU
"Wed, Mar 27, 2024",9:00p,San Antonio Spurs,118,Utah Jazz,111,Box Score,,18206.0,Delta Center,,20240327,UTA,SAS,UTA,SAS
"Wed, Mar 27, 2024",10:00p,Phoenix Suns,104,Denver Nuggets,97,Box Score,,19827.0,Ball Arena,,20240327,DEN,PHO,DEN,PHO
"Thu, Mar 28, 2024",7:30p,Boston Celtics,122,Atlanta Hawks,123,Box Score,OT,17743.0,State Farm Arena,,20240328,ATL,BOS,ATL,BOS
"Thu, Mar 28, 2024",8:00p,Milwaukee Bucks,100,New Orleans Pelicans,107,Box Score,,17484.0,Smoothie King Center,,20240328,NOP,MIL,NOP,MIL
"Fri, Mar 29, 2024",7:00p,Golden State Warriors,115,Charlotte Hornets,97,Box Score,,19487.0,Spectrum Center,,20240329,CHO,GSW,CHO,GSW
"Fri, Mar 29, 2024",7:00p,Los Angeles Lakers,90,Indiana Pacers,109,Box Score,,17274.0,Gainbridge Fieldhouse,,20240329,IND,LAL,IND,LAL
"Fri, Mar 29, 2024",7:00p,Los Angeles Clippers,100,Orlando Magic,97,Box Score,,19452.0,Kia Center,,20240329,ORL,LAC,ORL,LAC
"Fri, Mar 29, 2024",7:00p,Detroit Pistons,96,Washington Wizards,87,Box Score,,15023.0,Capital One Arena,,20240329,WAS,DET,WAS,DET
"Fri, Mar 29, 2024",7:30p,Chicago Bulls,108,Brooklyn Nets,125,Box Score,,17894.0,Barclays Center,,20240329,BRK,CHI,BRK,CHI
"Fri, Mar 29, 2024",7:30p,Philadelphia 76ers,114,Cleveland Cavaliers,117,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,20240329,CLE,PHI,CLE,PHI
"Fri, Mar 29, 2024",8:00p,Portland Trail Blazers,82,Miami Heat,142,Box Score,,19839.0,Kaseya Center,,20240329,MIA,POR,MIA,POR
"Fri, Mar 29, 2024",8:00p,Phoenix Suns,103,Oklahoma City Thunder,128,Box Score,,18203.0,Paycom Center,,20240329,OKC,PHO,OKC,PHO
"Fri, Mar 29, 2024",8:00p,New York Knicks,126,San Antonio Spurs,130,Box Score,OT,18604.0,Frost Bank Center,,20240329,SAS,NYK,SAS,NYK
"Fri, Mar 29, 2024",9:00p,Minnesota Timberwolves,111,Denver Nuggets,98,Box Score,,19844.0,Ball Arena,,20240329,DEN,MIN,DEN,MIN
"Fri, Mar 29, 2024",9:30p,Houston Rockets,101,Utah Jazz,100,Box Score,,18206.0,Delta Center,,20240329,UTA,HOU,UTA,HOU
"Fri, Mar 29, 2024",10:00p,Dallas Mavericks,107,Sacramento Kings,103,Box Score,,17832.0,Golden 1 Center,,20240329,SAC,DAL,SAC,DAL
"Sat, Mar 30, 2024",5:00p,Boston Celtics,104,New Orleans Pelicans,92,Box Score,,17932.0,Smoothie King Center,,20240330,NOP,BOS,NOP,BOS
"Sat, Mar 30, 2024",7:00p,Memphis Grizzlies,88,Orlando Magic,118,Box Score,,18009.0,Kia Center,,20240330,ORL,MEM,ORL,MEM
"Sat, Mar 30, 2024",7:30p,Milwaukee Bucks,122,Atlanta Hawks,113,Box Score,,17700.0,State Farm Arena,,20240330,ATL,MIL,ATL,MIL
"Sun, Mar 31, 2024",3:30p,Cleveland Cavaliers,101,Denver Nuggets,130,Box Score,,19621.0,Ball Arena,,20240331,DEN,CLE,DEN,CLE
"Sun, Mar 31, 2024",6:00p,Los Angeles Lakers,116,Brooklyn Nets,104,Box Score,,18162.0,Barclays Center,,20240331,BRK,LAL,BRK,LAL
"Sun, Mar 31, 2024",6:00p,Los Angeles Clippers,130,Charlotte Hornets,118,Box Score,,15941.0,Spectrum Center,,20240331,CHO,LAC,CHO,LAC
"Sun, Mar 31, 2024",6:00p,Philadelphia 76ers,135,Toronto Raptors,120,Box Score,,19114.0,Scotiabank Arena,,20240331,TOR,PHI,TOR,PHI
"Sun, Mar 31, 2024",6:00p,Miami Heat,119,Washington Wizards,107,Box Score,,16039.0,Capital One Arena,,20240331,WAS,MIA,WAS,MIA
"Sun, Mar 31, 2024",7:00p,Dallas Mavericks,125,Houston Rockets,107,Box Score,,18055.0,Toyota Center,,20240331,HOU,DAL,HOU,DAL
"Sun, Mar 31, 2024",7:00p,Chicago Bulls,109,Minnesota Timberwolves,101,Box Score,,18024.0,Target Center,,20240331,MIN,CHI,MIN,CHI
"Sun, Mar 31, 2024",7:00p,Oklahoma City Thunder,113,New York Knicks,112,Box Score,,19812.0,Madison Square Garden (IV),,20240331,NYK,OKC,NYK,OKC
"Sun, Mar 31, 2024",7:00p,Golden State Warriors,117,San Antonio Spurs,113,Box Score,,18718.0,Frost Bank Center,,20240331,SAS,GSW,SAS,GSW
"Sun, Mar 31, 2024",9:00p,Utah Jazz,106,Sacramento Kings,127,Box Score,,18332.0,Golden 1 Center,,20240331,SAC,UTA,SAC,UTA
