,Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Games Played
DEN,Team Totals,240.0,47.25,87.75,0.5384615384615384,12.0,31.5,0.38095238095238093,9.75,15.0,0.65,8.0,35.25,43.25,30.5,8.0,7.25,13.25,17.0,116.25,,240.0,0.6160572337042926,0.6068376068376068,0.3585,0.17175,21.375,74.07500000000002,50.575,64.65,8.125,12.675,12.299999999999999,100.0,119.375,104.60000000000001,,4
LAL,Team Totals,246.25,40.5,87.75,0.46153846153846156,9.5,32.5,0.2923076923076923,19.5,25.25,0.7722772277227723,8.0,36.75,44.75,25.5,7.5,6.25,13.75,20.0,110.0,,246.25,0.5563423022455999,0.5156695156695157,0.36700000000000005,0.2855,17.549999999999997,79.625,49.5,63.075,7.425000000000001,11.2,12.325,100.0,107.30000000000001,109.5,,4
GSW,Team Totals,240.0,42.5,91.75,0.46321525885558584,14.25,40.25,0.35403726708074534,16.25,21.25,0.7647058823529411,13.5,36.75,50.25,26.5,9.25,5.5,14.5,21.5,115.5,,240.0,0.5712166172106825,0.5408719346049047,0.442,0.23149999999999998,28.400000000000002,74.15,52.425,62.875,9.15,9.7,12.65,100.0,115.925,104.975,,4
PHO,Team Totals,240.0,40.333333333333336,87.0,0.46360153256704983,10.0,33.666666666666664,0.29702970297029707,19.0,22.666666666666668,0.838235294117647,11.333333333333334,38.0,49.333333333333336,23.333333333333332,7.333333333333333,5.666666666666667,16.666666666666668,20.666666666666668,109.66666666666667,,240.0,0.5654475457170357,0.521072796934866,0.38833333333333336,0.264,25.666666666666668,73.86666666666666,51.73333333333333,56.93333333333334,7.333333333333333,10.200000000000001,14.6,100.0,109.60000000000001,102.5,,3
ORL,Team Totals,240.0,38.666666666666664,87.0,0.4444444444444444,10.666666666666666,32.333333333333336,0.3298969072164948,19.0,25.333333333333332,0.75,13.0,35.666666666666664,48.666666666666664,23.0,9.333333333333334,4.666666666666667,13.0,19.333333333333332,107.0,,240.0,0.5451025675859259,0.5057471264367817,0.371,0.2976666666666667,29.933333333333334,82.16666666666667,55.36666666666667,60.0,9.700000000000001,9.333333333333334,11.766666666666666,100.0,111.83333333333333,100.46666666666665,,3
HOU,Team Totals,248.33333333333334,39.333333333333336,89.66666666666667,0.43866171003717475,9.666666666666666,33.0,0.29292929292929293,12.666666666666666,18.333333333333332,0.6909090909090909,9.333333333333334,29.333333333333332,38.666666666666664,23.666666666666668,6.666666666666667,3.0,14.333333333333334,23.333333333333332,101.0,,248.33333333333334,0.5167121418826739,0.4925650557620818,0.37233333333333335,0.20466666666666666,20.233333333333334,70.39999999999999,43.800000000000004,60.6,6.733333333333333,6.866666666666667,12.700000000000001,100.0,101.10000000000001,116.86666666666666,,3
NYK,Team Totals,240.0,37.333333333333336,92.33333333333333,0.40433212996389895,15.0,40.666666666666664,0.36885245901639346,16.0,24.0,0.6666666666666666,15.0,35.333333333333336,50.333333333333336,24.333333333333332,8.333333333333334,3.0,14.333333333333334,20.0,105.66666666666667,,240.0,0.5134767396656732,0.4855595667870037,0.441,0.25966666666666666,28.333333333333332,83.73333333333333,52.96666666666666,64.7,8.4,5.5,12.233333333333334,100.0,106.33333333333333,108.83333333333333,,3
BOS,Team Totals,240.0,44.333333333333336,91.33333333333333,0.48540145985401467,15.666666666666666,43.666666666666664,0.35877862595419846,13.333333333333334,17.333333333333332,0.7692307692307693,12.666666666666666,38.0,50.666666666666664,23.0,8.0,7.666666666666667,15.0,20.666666666666668,117.66666666666667,,240.0,0.5945163028833199,0.5711678832116789,0.47900000000000004,0.20233333333333334,28.333333333333332,74.73333333333333,53.5,51.26666666666667,8.066666666666668,14.033333333333333,13.133333333333333,100.0,119.33333333333333,108.96666666666665,,3
IND,Team Totals,240.0,46.666666666666664,97.66666666666667,0.477815699658703,15.666666666666666,42.333333333333336,0.37007874015748027,15.333333333333334,18.0,0.8518518518518519,10.666666666666666,38.0,48.666666666666664,33.333333333333336,6.666666666666667,5.666666666666667,12.0,22.333333333333332,124.33333333333333,,240.0,0.5887738350801869,0.5580204778156996,0.4376666666666667,0.18966666666666665,24.03333333333333,74.8,51.06666666666666,71.7,6.333333333333333,8.033333333333333,10.2,100.0,120.7,111.90000000000002,,3
WAS,Team Totals,240.0,41.0,92.0,0.44565217391304346,12.0,35.333333333333336,0.33962264150943394,19.333333333333332,25.666666666666668,0.7532467532467532,11.0,32.333333333333336,43.333333333333336,26.0,9.0,6.0,13.333333333333334,13.0,113.33333333333333,,240.0,0.5485994578546534,0.5108695652173914,0.38633333333333336,0.27933333333333327,22.2,76.06666666666668,46.96666666666667,63.43333333333334,8.700000000000001,11.233333333333334,11.433333333333332,100.0,108.39999999999999,119.26666666666667,,3
CHO,Team Totals,240.0,41.0,90.0,0.45555555555555555,8.666666666666666,32.0,0.2708333333333333,21.333333333333332,26.666666666666668,0.7999999999999999,10.333333333333334,33.333333333333336,43.666666666666664,29.0,8.666666666666666,5.0,15.333333333333334,22.333333333333332,112.0,,240.0,0.5504587155963303,0.5037037037037038,0.357,0.29866666666666664,22.666666666666668,74.5,48.1,69.96666666666665,8.266666666666667,8.700000000000001,13.033333333333333,100.0,107.43333333333334,113.10000000000001,,3
ATL,Team Totals,240.0,44.0,89.75,0.49025069637883006,11.5,32.0,0.359375,21.5,25.75,0.8349514563106796,9.5,32.5,42.0,28.0,10.0,4.0,13.0,17.0,121.0,,240.0,0.5985358132172537,0.5543175487465181,0.35674999999999996,0.2865,22.475,73.85,49.324999999999996,63.64999999999999,9.799999999999999,8.025,11.3,100.0,119.52499999999999,114.65,,4
MIA,Team Totals,240.0,37.75,88.5,0.4265536723163842,12.25,31.75,0.3858267716535433,16.75,20.75,0.8072289156626506,10.75,33.0,43.75,24.25,8.0,3.0,11.75,16.5,104.5,,240.0,0.5351838574208747,0.4957627118644068,0.3605,0.23374999999999999,21.65,73.6,46.650000000000006,64.30000000000001,8.25,5.3999999999999995,10.775,100.0,107.0,114.87499999999999,,4
DET,Team Totals,240.0,41.25,89.25,0.46218487394957986,12.0,29.5,0.4067796610169492,16.25,21.0,0.7738095238095238,14.25,36.5,50.75,29.0,5.0,7.0,17.5,23.75,110.75,,240.0,0.5622398213016551,0.5294117647058824,0.33075000000000004,0.236,32.925,76.65,55.0,70.55000000000001,5.025,11.025000000000002,15.049999999999999,100.0,112.925,108.94999999999999,,4
TOR,Team Totals,246.25,37.75,88.75,0.4253521126760563,11.0,33.0,0.3333333333333333,13.0,18.75,0.6933333333333334,10.75,36.25,47.0,24.75,7.25,5.5,14.75,20.75,99.5,,246.25,0.5128865979381443,0.48732394366197185,0.37374999999999997,0.2135,21.950000000000003,73.325,47.75,65.7,7.4,8.95,13.15,100.0,101.02499999999999,104.54999999999998,,4
MIN,Team Totals,240.0,40.666666666666664,92.0,0.44202898550724634,12.0,32.666666666666664,0.3673469387755102,11.0,15.0,0.7333333333333333,11.0,38.0,49.0,24.666666666666668,7.333333333333333,5.666666666666667,12.666666666666666,16.0,104.33333333333333,,240.0,0.5290736984448952,0.5072463768115941,0.35733333333333334,0.16,23.46666666666667,84.76666666666667,53.699999999999996,60.5,7.466666666666666,10.466666666666667,11.4,100.0,106.93333333333332,107.23333333333333,,3
BRK,Team Totals,240.0,45.333333333333336,87.66666666666667,0.5171102661596958,14.0,34.333333333333336,0.4077669902912621,17.333333333333332,22.666666666666668,0.7647058823529411,11.0,36.666666666666664,47.666666666666664,28.333333333333332,5.0,6.0,15.0,21.0,122.0,,240.0,0.6247439573945105,0.596958174904943,0.389,0.2623333333333333,26.399999999999995,81.46666666666668,54.96666666666667,63.03333333333334,5.033333333333333,10.466666666666667,13.333333333333334,100.0,121.33333333333333,119.46666666666668,,3
CLE,Team Totals,240.0,41.666666666666664,95.0,0.43859649122807015,13.666666666666666,39.666666666666664,0.3445378151260504,13.666666666666666,19.0,0.7192982456140351,11.666666666666666,34.0,45.666666666666664,24.666666666666668,7.333333333333333,6.666666666666667,9.666666666666666,18.333333333333332,110.66666666666667,,240.0,0.5353457172342622,0.5105263157894737,0.41966666666666663,0.19933333333333333,22.86666666666667,77.0,48.4,58.93333333333334,7.300000000000001,11.200000000000001,8.566666666666666,100.0,111.10000000000001,115.90000000000002,,3
MEM,Team Totals,240.0,39.0,89.75,0.43454038997214484,13.75,40.0,0.34375,14.25,18.25,0.7808219178082192,9.25,34.25,43.5,23.5,9.25,6.5,15.25,21.25,106.0,,240.0,0.5420331356105543,0.5111420612813371,0.44475,0.2045,19.55,80.22500000000001,48.474999999999994,60.4,9.05,13.675,13.450000000000001,100.0,103.975,112.075,,4
NOP,Team Totals,240.0,39.333333333333336,88.33333333333333,0.4452830188679246,11.0,34.666666666666664,0.31730769230769235,13.333333333333334,21.333333333333332,0.6250000000000001,9.666666666666666,35.0,44.666666666666664,21.666666666666668,8.0,4.333333333333333,15.0,20.333333333333332,103.0,,240.0,0.5270159639787148,0.5075471698113209,0.3913333333333333,0.24100000000000002,20.2,69.63333333333334,46.166666666666664,55.166666666666664,7.966666666666666,8.366666666666667,13.266666666666666,100.0,102.83333333333333,107.0,,3
CHI,Team Totals,246.25,38.75,93.25,0.4155495978552279,9.25,31.5,0.29365079365079366,18.75,23.25,0.8064516129032258,12.75,30.0,42.75,19.75,9.5,4.75,12.25,18.75,105.5,,246.25,0.5097603401623502,0.4651474530831099,0.33425,0.25049999999999994,24.425,75.04999999999998,46.425000000000004,50.95,9.575,10.075,10.475,100.0,106.025,113.525,,4
OKC,Team Totals,240.0,41.5,85.5,0.4853801169590643,12.75,31.5,0.40476190476190477,17.0,20.75,0.8192771084337349,6.0,34.75,40.75,23.75,7.75,7.0,14.25,17.25,112.75,,240.0,0.5957413082531967,0.5599415204678363,0.36999999999999994,0.24375000000000002,15.225,75.375,47.400000000000006,57.224999999999994,7.7,12.875,13.05,100.0,112.275,112.12499999999999,,4
UTA,Team Totals,240.0,41.25,94.0,0.43882978723404253,12.0,35.75,0.3356643356643357,15.5,20.5,0.7560975609756098,16.25,32.5,48.75,26.25,6.25,3.25,14.5,21.25,110.0,,240.0,0.5338769171034751,0.5026595744680851,0.38,0.21925000000000003,33.75,79.525,54.5,63.6,6.3500000000000005,6.8500000000000005,12.350000000000001,100.0,112.05,123.15,,4
SAC,Team Totals,248.33333333333334,45.666666666666664,100.0,0.45666666666666667,16.0,46.333333333333336,0.3453237410071942,18.0,24.333333333333332,0.7397260273972603,10.333333333333334,34.0,44.333333333333336,27.666666666666668,7.333333333333333,6.0,11.666666666666666,23.0,125.33333333333333,,248.33333333333334,0.5660604600746718,0.5366666666666666,0.4626666666666666,0.24533333333333332,21.3,76.83333333333333,47.93333333333334,60.46666666666667,6.866666666666667,10.466666666666667,9.533333333333333,100.0,117.03333333333335,112.83333333333333,,3
SAS,Team Totals,248.33333333333334,40.666666666666664,87.66666666666667,0.4638783269961977,11.666666666666666,36.666666666666664,0.3181818181818182,16.333333333333332,22.0,0.7424242424242423,9.0,32.666666666666664,41.666666666666664,28.666666666666668,9.333333333333334,5.0,20.666666666666668,21.0,109.33333333333333,,248.33333333333334,0.5615669086426517,0.5304182509505703,0.4176666666666667,0.2483333333333333,20.366666666666664,74.93333333333334,47.300000000000004,70.43333333333334,8.666666666666666,9.233333333333333,17.633333333333336,100.0,101.59999999999998,115.36666666666667,,3
DAL,Team Totals,240.0,44.333333333333336,91.33333333333333,0.48540145985401467,17.666666666666668,43.333333333333336,0.4076923076923077,19.0,25.0,0.76,9.0,36.333333333333336,45.333333333333336,22.666666666666668,5.0,4.0,12.0,17.333333333333332,125.33333333333333,,240.0,0.6123778501628665,0.582116788321168,0.47700000000000004,0.2753333333333334,19.766666666666666,78.83333333333333,49.93333333333334,51.23333333333333,4.833333333333333,7.466666666666666,10.533333333333333,100.0,121.80000000000001,113.03333333333335,,3
LAC,Team Totals,240.0,45.0,86.0,0.5232558139534884,15.333333333333334,37.0,0.41441441441441446,16.0,21.666666666666668,0.7384615384615384,9.666666666666666,33.333333333333336,43.0,25.333333333333332,11.333333333333334,6.0,15.666666666666666,19.333333333333332,121.33333333333333,,240.0,0.6350314026517795,0.6124031007751938,0.43166666666666664,0.25766666666666665,25.333333333333332,72.63333333333333,51.26666666666667,55.666666666666664,11.266666666666666,11.0,14.1,100.0,121.63333333333333,105.5,,3
POR,Team Totals,240.0,38.25,90.0,0.425,9.25,32.5,0.2846153846153846,15.5,18.75,0.8266666666666667,14.25,30.75,45.0,18.5,8.0,5.25,15.5,22.25,101.25,,240.0,0.5152671755725191,0.47638888888888886,0.3625,0.20800000000000002,29.2,71.30000000000001,48.85,48.449999999999996,8.225,9.149999999999999,13.625,100.0,104.625,113.75,,4
MIL,Team Totals,240.0,41.333333333333336,84.66666666666667,0.4881889763779528,13.0,37.0,0.35135135135135137,21.0,28.666666666666668,0.7325581395348837,9.666666666666666,32.0,41.666666666666664,22.0,9.0,4.0,17.0,22.666666666666668,116.66666666666667,,240.0,0.5996436403508772,0.5649606299212598,0.43566666666666665,0.3406666666666667,22.23333333333333,80.03333333333333,50.03333333333333,53.23333333333333,8.833333333333334,7.966666666666666,14.800000000000002,100.0,114.3,116.86666666666667,,3
PHI,Team Totals,240.0,41.333333333333336,82.66666666666667,0.5,12.333333333333334,30.333333333333332,0.40659340659340665,24.0,29.666666666666668,0.8089887640449438,8.0,36.0,44.0,26.0,8.666666666666666,9.333333333333334,13.0,22.0,119.0,,240.0,0.621604680317593,0.5745967741935484,0.36833333333333335,0.36066666666666664,20.933333333333334,75.73333333333333,51.0,63.03333333333333,8.799999999999999,15.833333333333334,11.9,100.0,121.0,109.60000000000001,,3
