,Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Games Played
Nikola Jokić,Nikola Jokić,36:16,10.203703703703706,17.537037037037038,0.5818373812038016,1.0370370370370365,2.9444444444444446,0.35220125786163503,4.537037037037037,5.592592592592592,0.8112582781456955,2.9444444444444446,9.20370370370371,12.148148148148149,9.055555555555559,1.1481481481481481,0.9074074074074074,2.9444444444444438,2.537037037037037,25.98148148148148,6.833333333333333,36:16,0.6496092158387969,0.6114044350580783,0.17292592592592596,0.3279444444444444,9.281481481481482,29.32592592592592,19.488888888888894,43.48703703703705,1.8074074074074078,2.333333333333334,12.785185185185185,28.516666666666676,133.1111111111111,110.64814814814815,13.49074074074074,54
Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,36:15,3.411764705882353,7.823529411764706,0.43609022556390975,1.411764705882353,3.784313725490196,0.3730569948186529,1.607843137254902,1.7450980392156863,0.9213483146067416,0.4117647058823529,1.9215686274509804,2.3333333333333326,2.294117647058824,1.2941176470588232,0.45098039215686275,0.96078431372549,1.8823529411764712,9.84313725490196,6.823529411764706,36:15,0.5728501004199378,0.5263157894736842,0.4844705882352941,0.25386274509803924,1.782352941176471,7.7980392156862735,4.921568627450979,9.982352941176476,1.7294117647058822,1.2156862745098038,9.798039215686272,14.029411764705888,117.41176470588235,117.62745098039215,-2.454901960784314,51
Aaron Gordon,Aaron Gordon,34:59,5.460000000000003,10.0,0.5460000000000003,0.58,1.88,0.30851063829787234,2.3800000000000003,3.68,0.6467391304347827,2.460000000000001,4.120000000000001,6.58,3.08,0.76,0.68,1.42,1.88,13.88,4.82,34:59,0.5972872486918205,0.5750000000000003,0.19338000000000005,0.40135999999999994,8.700000000000003,13.762,11.286,13.662000000000003,1.2240000000000004,1.862,10.71,18.031999999999996,123.82,116.24,0.6679999999999997,50
Jamal Murray,Jamal Murray,34:15,7.7317073170731705,16.463414634146336,0.4696296296296298,2.365853658536586,5.829268292682927,0.4058577405857742,2.6097560975609757,3.0731707317073162,0.8492063492063495,0.6585365853658537,3.268292682926829,3.926829268292683,6.487804878048781,0.8536585365853658,0.7073170731707317,2.0,1.8780487804878052,20.439024390243905,3.951219512195122,34:15,0.5736268550462738,0.5414814814814817,0.3547317073170732,0.18456097560975607,2.4365853658536585,11.592682926829271,7.121951219512195,29.43658536585366,1.3780487804878048,1.8560975609756103,10.170731707317076,27.519512195121965,117.51219512195122,117.07317073170732,3.1951219512195124,41
Michael Porter Jr.,Michael Porter Jr.,30:08,6.181818181818182,13.090909090909092,0.47222222222222215,2.690909090909091,6.872727272727273,0.3915343915343915,1.0000000000000002,1.254545454545454,0.7971014492753629,1.381818181818182,5.6,6.9818181818181815,1.4545454545454546,0.43636363636363634,0.7090909090909091,1.1090909090909091,1.8909090909090913,16.054545454545455,5.1454545454545455,30:08,0.5883842422303961,0.575,0.5247272727272728,0.10016363636363636,5.145454545454546,19.274545454545464,12.234545454545458,6.492727272727271,0.6836363636363637,1.896363636363636,7.909090909090912,20.44727272727273,113.8,116.05454545454545,-0.8581818181818184,55
Reggie Jackson,Reggie Jackson,24:04,4.339285714285716,9.553571428571427,0.4542056074766358,1.2678571428571428,3.4821428571428577,0.36410256410256403,0.9285714285714288,1.1964285714285716,0.7761194029850748,0.4107142857142857,1.6964285714285714,2.107142857142857,4.0,0.5892857142857143,0.16071428571428578,1.3214285714285714,1.8035714285714286,10.875000000000002,0.7500000000000001,24:04,0.539434523809524,0.5205607476635516,0.35737500000000016,0.15375,1.992857142857143,8.09285714285714,5.041071428571425,24.930357142857144,1.3428571428571434,0.5482142857142858,12.34107142857143,21.730357142857144,107.35714285714286,118.60714285714286,-2.9821428571428577,56
Christian Braun,Christian Braun,19:20,2.5535714285714284,5.767857142857144,0.44272445820433426,0.6607142857142856,1.8214285714285714,0.3627450980392156,1.285714285714286,1.7857142857142858,0.7200000000000001,0.875,2.7142857142857144,3.589285714285715,1.375,0.42857142857142855,0.375,0.6607142857142857,1.5357142857142858,7.053571428571429,-1.7321428571428574,19:20,0.5381471389645776,0.49999999999999983,0.34603571428571406,0.3448392857142858,5.208928571428572,15.101785714285713,10.189285714285713,8.77142857142857,1.075,1.5267857142857142,8.876785714285718,16.31785714285714,107.21428571428571,116.69642857142857,-3.6482142857142845,56
Zeke Nnaji,Zeke Nnaji,11:44,1.24390243902439,2.731707317073171,0.45535714285714274,0.12195121951219512,0.4634146341463415,0.2631578947368421,0.7804878048780488,1.146341463414634,0.6808510638297873,1.1219512195121952,1.048780487804878,2.1707317073170733,0.5853658536585367,0.24390243902439024,0.6341463414634146,0.6097560975609756,1.4634146341463414,3.3902439024390243,-3.4390243902439024,11:44,0.5238167018390111,0.47767857142857134,0.14962695121951214,0.38107869918699194,12.03414634146341,11.512195121951219,11.899999999999999,7.99268292682927,1.1756097560975611,4.000000000000002,17.798182926829263,17.165853658536584,91.85365853658537,114.70731707317073,-7.8804878048780465,41
Peyton Watson,Peyton Watson,10:50,2.6296296296296298,5.537037037037037,0.47491638795986624,0.7037037037037037,2.0555555555555554,0.3423423423423424,0.9814814814814814,1.3888888888888888,0.7066666666666667,0.6666666666666666,2.2777777777777772,2.9444444444444446,1.0370370370370372,0.5740740740740741,0.9629629629629631,0.7407407407407407,1.7592592592592593,6.944444444444445,-0.7777777777777779,10:50,0.5647590361445783,0.5384615384615385,0.3217037037037037,0.3164074074074073,4.264814814814814,12.488888888888892,8.58333333333333,7.20925925925926,1.4240740740740745,4.796296296296295,10.957407407407405,16.124074074074073,107.85185185185185,113.61111111111111,-2.1685185185185176,54
Jalen Pickett,Jalen Pickett,0:43,0.7058823529411765,1.6470588235294117,0.4285714285714286,0.4117647058823529,1.1764705882352942,0.35,0.11764705882352941,0.11764705882352941,1.0,0.058823529411764705,0.5882352941176471,0.6470588235294118,0.7647058823529411,0.17647058823529413,0.0,0.35294117647058826,0.47058823529411764,1.9411764705882353,-0.23529411764705882,0:43,0.5713296398891967,0.5535714285714286,,,0.9529411764705882,5.1764705882352935,3.070588235294118,21.02352941176471,0.7647058823529411,0.0,,13.347058823529412,94.88235294117646,121.0,-5.3235294117647065,17
